chart,rater,answer
PB-CL-dd06-gr00-pano-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PD-CR-dd12-dh5-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-MG-dd06-gr00-pa01-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,02df8240-adcb-4555-a987-55c00eaf5ab0,0
PB-MG-dd06-gr00-pano-sa00-bw6-boh-bs000-e00a0-ftse-fs16-llur-sm0,02df8240-adcb-4555-a987-55c00eaf5ab0,0
PB-MG-dd06-gr00-pa05-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,02df8240-adcb-4555-a987-55c00eaf5ab0,0
PP-CR-dd02-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-MG-dd06-gr00-pano-sa00-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PD-MG-dd06-dh5-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,013ae7fe-871c-47a6-974d-c9598e163927,0
PB-MG-dd06-gr00-pa03-sa00-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pano-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pa01-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pano-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pa01-sano-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,013ae7fe-871c-47a6-974d-c9598e163927,0
PB-CR-dd06-gr00-pano-sano-bw6-bov-bs000-e00a0-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pano-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CR-dd06-gr00-pano-sa00-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,02df8240-adcb-4555-a987-55c00eaf5ab0,0
PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PD-MG-dd12-dh5-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,068052aa-4243-45f4-b987-7894c1465229,0
PB-MG-dd06-gr00-pa01-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PD-MB-dd02-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PD-CL-dd02-dh5-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-CR-dd06-gr00-pano-sa00-bw6-boh-bs000-e00a0-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pa05-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pano-sano-bw6-boh-bs000-e00a0-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pa01-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pano-sano-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pa01-sano-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PP-MB-dd12-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-MB-dd06-gr00-pa01-sano-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pa03-sa00-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,013ae7fe-871c-47a6-974d-c9598e163927,0
PB-CR-dd06-gr00-pa03-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pa03-sa00-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PP-CL-dd02-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,013ae7fe-871c-47a6-974d-c9598e163927,0
PB-MG-dd06-gr00-pa05-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CR-dd06-gr00-pa05-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pa05-sa00-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pa03-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pa03-sa00-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CR-dd06-gr00-pa03-sano-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pa03-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PD-CR-dd02-dh5-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-MG-dd06-gr00-pa05-sa00-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pa05-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PD-CR-dd02-dh5-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-CR-dd06-gr00-pa03-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pa01-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CR-dd06-gr00-pano-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,068052aa-4243-45f4-b987-7894c1465229,0
PB-MG-dd06-gr00-pano-sano-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pa03-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pa03-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pa01-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pano-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,013ae7fe-871c-47a6-974d-c9598e163927,0
PB-CL-dd06-gr00-pa01-sano-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CR-dd06-gr00-pa01-sa00-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PD-MG-dd02-dh5-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-CR-dd06-gr00-pa05-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pa01-sa00-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CR-dd06-gr00-pa03-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pa01-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PD-CR-dd12-dh5-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,068052aa-4243-45f4-b987-7894c1465229,0
PD-MB-dd12-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-MB-dd06-gr00-pano-sa00-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PD-CR-dd02-dh5-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PP-MG-dd02-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-MG-dd06-gr00-pa01-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pa05-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,004f76c3-7293-458c-a2c9-fb157f07c48b,0
PB-MB-dd06-gr00-pano-sa00-bw6-bov-bs000-e00a0-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CR-dd06-gr00-pa01-sano-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pano-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,013ae7fe-871c-47a6-974d-c9598e163927,0
PB-MG-dd06-gr00-pano-sano-bw6-bov-bs000-e00a0-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pa05-sa00-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pa03-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pa01-sano-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pano-sa00-bw6-bov-bs000-e00a0-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pa05-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pano-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PP-CR-dd12-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-CR-dd06-gr00-pa03-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pa03-sa00-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pa01-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pa01-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CR-dd06-gr00-pa01-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PP-MG-dd02-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-MB-dd06-gr00-pa03-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,02df8240-adcb-4555-a987-55c00eaf5ab0,0
PB-CL-dd06-gr00-pa03-sano-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CR-dd06-gr00-pa05-sano-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pa05-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pano-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CR-dd06-gr00-pa01-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pano-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PP-MB-dd02-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-MG-dd06-gr00-pa05-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,02df8240-adcb-4555-a987-55c00eaf5ab0,0
PP-CL-dd02-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PP-CL-dd12-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-CR-dd06-gr00-pa05-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pa03-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,0005a746-b329-44dd-9e20-11d1880f03d8,0
PD-MG-dd12-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-MG-dd06-gr00-pa05-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pa03-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pa01-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PD-CR-dd12-dh5-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-CL-dd06-gr00-pa01-sano-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pano-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PP-MB-dd12-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-MB-dd06-gr00-pa01-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pa01-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pa05-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,02df8240-adcb-4555-a987-55c00eaf5ab0,0
PB-MB-dd06-gr00-pa03-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pano-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pano-sa00-bw6-boh-bs000-e00a0-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PP-CR-dd02-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-MB-dd06-gr00-pano-sano-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CR-dd06-gr00-pa01-sano-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PP-MB-dd12-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-MG-dd06-gr00-pano-sa00-bw6-boh-bs000-e00a0-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pano-sa00-bw6-bov-bs000-e00a0-ftse-fs16-llur-sm0,02df8240-adcb-4555-a987-55c00eaf5ab0,0
PB-MB-dd06-gr00-pa05-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pano-sano-bw6-bov-bs000-e00a0-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pa03-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PP-CL-dd02-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-CR-dd06-gr00-pa03-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pa01-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pa03-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PP-MB-dd02-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,068052aa-4243-45f4-b987-7894c1465229,0
PB-CL-dd06-gr00-pano-sano-bw6-bov-bs000-e00a0-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pa05-sa00-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pa05-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pa05-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PP-MG-dd02-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-MB-dd06-gr00-pa03-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CR-dd06-gr00-pa03-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,02df8240-adcb-4555-a987-55c00eaf5ab0,0
PB-CR-dd06-gr00-pano-sa00-bw6-bov-bs000-e00a0-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MG-dd06-gr00-pa01-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,02df8240-adcb-4555-a987-55c00eaf5ab0,0
PB-CL-dd06-gr00-pa05-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pa05-sano-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,0005a746-b329-44dd-9e20-11d1880f03d8,0
PB-MB-dd06-gr00-pa05-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pa01-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-MB-dd06-gr00-pa05-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PD-CL-dd12-dh5-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-MG-dd06-gr00-pa05-sano-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,02df8240-adcb-4555-a987-55c00eaf5ab0,0
PB-MB-dd06-gr00-pano-sa00-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pa05-sano-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PB-CL-dd06-gr00-pano-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00065170-7514-433b-90c6-1918310203b1,0
PP-MG-dd12-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PP-MG-dd12-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PD-MB-dd12-dh5-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,0004441e-47a6-425e-8850-dd9937ba15c4,0
PB-CL-dd06-gr00-pano-sano-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00291258-f148-445a-8b8a-e059a56daf6d,0
PD-MB-dd12-dh5-we05-sa00-ro000-pa05-ad09-ftse-fs16-llcr-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PB-CL-dd06-gr00-pa01-sano-bw6-boh-bs000-e11a1-ftse-fs16-llur-sm0,00291258-f148-445a-8b8a-e059a56daf6d,0
PB-CL-dd06-gr00-pa03-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00291258-f148-445a-8b8a-e059a56daf6d,0
PP-MB-dd06-we05-sano-ro000-pa03-ad09-ftse-fs16-llcr-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PD-CL-dd02-dh5-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PD-MG-dd02-dh5-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PB-CL-dd06-gr00-pano-sa00-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00291258-f148-445a-8b8a-e059a56daf6d,0
PP-CR-dd06-we05-sano-ro000-pano-ad09-ftse-fs16-llcr-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PB-MG-dd06-gr00-pa01-sa00-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00838052-8914-4edb-9aed-723d9c7a682c,0
PD-CR-dd12-dh5-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00291258-f148-445a-8b8a-e059a56daf6d,0
PD-CL-dd12-dh5-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0,00014cdd-4da8-45db-9c1e-52cfd268d28f,0
PB-CR-dd06-gr00-pa03-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00291258-f148-445a-8b8a-e059a56daf6d,0
PD-MB-dd12-dh5-we05-sano-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00291258-f148-445a-8b8a-e059a56daf6d,0
PB-CL-dd06-gr00-pa05-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PB-CR-dd06-gr00-pa03-sa00-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00838052-8914-4edb-9aed-723d9c7a682c,0
PD-CR-dd12-dh5-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,00291258-f148-445a-8b8a-e059a56daf6d,0
PB-MG-dd06-gr00-pa01-sa00-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00838052-8914-4edb-9aed-723d9c7a682c,0
PP-CL-dd06-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PB-CR-dd06-gr00-pa01-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,0081d697-2090-4e30-8696-e0418031e886,0
PD-CR-dd12-dh5-we05-sa00-ro000-pa03-ad09-ftse-fs16-llcr-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PB-CR-dd06-gr00-pano-sano-bw6-boh-bs000-e00a0-ftse-fs16-llur-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PD-CL-dd06-dh5-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PB-CR-dd06-gr00-pa03-sano-bw6-boh-bs000-e10a1-ftse-fs16-llur-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PB-MG-dd06-gr00-pa01-sano-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PP-MG-dd12-we05-sa00-ro000-pano-ad09-ftse-fs16-llcr-sm0,00014cdd-4da8-45db-9c1e-52cfd268d28f,0
PP-CR-dd12-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PP-MB-dd12-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00838052-8914-4edb-9aed-723d9c7a682c,0
PP-CL-dd06-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PD-CR-dd06-dh5-we05-sano-ro000-pa05-ad09-ftse-fs16-llcr-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PB-MB-dd06-gr00-pa01-sa00-bw6-boh-bs000-e00a1-ftse-fs16-llur-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PB-MB-dd06-gr00-pano-sa00-bw6-bov-bs000-e11a1-ftse-fs16-llur-sm0,00838052-8914-4edb-9aed-723d9c7a682c,0
PP-MG-dd02-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PB-MB-dd06-gr00-pano-sa00-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PB-CR-dd06-gr00-pano-sano-bw6-bov-bs000-e00a1-ftse-fs16-llur-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PD-MB-dd02-dh5-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PB-CL-dd06-gr00-pano-sa00-bw6-bov-bs000-e10a1-ftse-fs16-llur-sm0,00afcd84-e632-4093-b751-8446b3df2c52,0
PD-CL-dd02-dh5-we05-sa00-ro000-pa01-ad09-ftse-fs16-llcr-sm0,00291258-f148-445a-8b8a-e059a56daf6d,0
